NODE_INDEX,SITEID,MOD_CELL_ID,CELLNAME,SITENAME,SITE_TYPE,REGION,KABUPATEN,KECAMATAN,LAC_TAC,ENODEB_ID,GNB_ID,RNC_ID,LONGITUDE,LATITUDE,TECHNOLOGY,BAND,ANTENNA_MODEL,ANTENNA_HEIGHT,AZIMUTH,AZIMUTH_SIN,AZIMUTH_COS,MT,ET,HORIZONTAL_BEAM_WIDTH,VENDOR,FLAG_PROCESS,FLAG_PULL,RET_NONRET,DATE,TOTAL_SUCCESS_CALLS,TOTAL_DROP_CALLS,TOTAL_BLOCK_CALLS,TOTAL_CSFB_CALLS,TOTAL_SETUP_FAIL_CALLS,TOTAL_CALLS,CELL_SUCCESS_RATE,CELL_DROP_RATE,CELL_BLOCK_RATE,CELL_AVG_RSRP,CELL_P10_RSRP,CELL_P90_RSRP,CELL_AVG_RSRQ,CELL_AVG_TA,CELL_P90_TA,CELL_AVG_DL_THROUPUT,CELL_AVG_UL_THROUPUT,CELL_TOTAL_DL_VOLUME,CELL_TOTAL_UL_VOLUME,CELL_TOTAL_PING_PONG_HO_COUNT,CELL_CSFB_RATE,CELL_PINGPONG_RATE,SETUP_FAIL_CALL_FLAG,OUT_HO_SUM,OUT_EDGE_COUNT,OUT_NEIGHBOR_COUNT,IN_HO_SUM,IN_EDGE_COUNT,IN_NEIGHBOR_COUNT,HO_TOTAL,OUT_IN_RATIO
1119,SiteID_156,ModCell_1120,Cell_1120,SiteName_180,Macro,Region_1,District_1,SubDistrict_5,1000,50155,,,61.661100999999995,9.019399,4G,2100.0,ASI4518R42v06,48.3,217.0,-0.6018150231520484,-0.7986355100472928,2.0,3.0,90,HUAWEI,F,P,RET,2025-09-14,114707,32,0,178,0,114917,0.998172594133157,0.000278461846376,0.0,-94.03021640323313,-103.0,-85.0,-12.52165736877575,67.95958956320105,96.0,4897.977611932483,1569.281437888306,136602689.82711577,11294688.72850021,3371230001.0,0.0015489440204669,29336.21658240295,0,9574.0,142.0,142.0,44368.0,127.0,127.0,53942.0,0.2158038269963262
1120,SiteID_156,ModCell_1121,Cell_1121,SiteName_180,Macro,Region_1,District_1,SubDistrict_5,1000,50155,,,61.661100999999995,9.019399,4G,2100.0,ASI4518R42v06,48.3,307.0,-0.798635510047293,0.6018150231520479,2.0,3.0,90,HUAWEI,F,P,RET,2025-09-14,130264,8,0,172,0,130444,0.9986200975131092,6.132899941737451e-05,0.0,-94.73849605336176,-103.31330108642578,-86.0,-11.15585227034348,61.09272282910441,92.8000030517578,4904.661728679437,1475.683630317445,146386295.49101523,11300757.41410048,3686578838.0,0.0013185734874735,28261.773925975896,0,7338.0,128.0,128.0,20221.0,113.0,113.0,27559.0,0.3629215705667095
1121,SiteID_106,ModCell_1122,Cell_1122,SiteName_120,Macro,Region_1,District_1,SubDistrict_6,1001,50106,,,61.72239700000001,8.869895,4G,1800.0,ASI4518R42v06,39.8,87.0,0.9986295347545738,0.052335956242943966,2.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,192686,66,0,199,1,192952,0.9986214187984576,0.0003420539823375,0.0,-98.34476985452562,-109.0,-85.73069763183594,-9.78988980681768,66.5245514497082,96.0,4485.042335791114,1278.8733736327106,160114859.454516,13550750.90280048,2124958108.0,0.0010313445831087,11012.884593059414,1,53941.0,28.0,28.0,21330.0,37.0,37.0,75271.0,2.5288078383573205
1122,SiteID_106,ModCell_1123,Cell_1123,SiteName_120,Macro,Region_1,District_1,SubDistrict_6,1001,50106,,,61.72239700000001,8.869895,4G,1800.0,ASI4518R42v06,39.8,217.0,-0.6018150231520484,-0.7986355100472928,2.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,367487,52,0,464,0,368003,0.998597837517629,0.0001413031958978,0.0,-92.32246789938392,-105.77770233154295,-79.18180084228516,-8.18860099203257,56.25341844387925,90.6666030883789,5149.775443230011,1686.3419915981592,346189726.97055006,27163072.75200318,3845660211.0,0.0012608592864732,10450.078425991092,0,69152.0,28.0,28.0,11453.0,20.0,20.0,80605.0,6.037454164484023
1123,SiteID_206,ModCell_1124,Cell_1124,SiteName_264,Macro,Region_1,District_1,SubDistrict_5,1002,50205,,,61.671687,8.976982,4G,1800.0,AQU4518R21v06,17.0,107.0,0.9563047559630355,-0.29237170472273666,2.0,6.0,65,HUAWEI,F,P,RET,2025-09-14,384230,134,0,554,0,384918,0.9982126063213465,0.0003481260943889,0.0,-94.6689100836888,-106.11109924316406,-82.36360168457031,-11.59213871396218,60.4746409569586,96.0,3376.5844090236137,1359.3018651731309,259636153.7611436,26933603.23080267,2042795263.0,0.0014392675842647,5307.09206376423,0,148281.0,354.0,354.0,59218.0,384.0,384.0,207499.0,2.503959877741941
1124,SiteID_43,ModCell_1125,Cell_1125,SiteName_46,Macro,Region_1,District_1,SubDistrict_3,1003,50043,,,61.66883500000001,8.937079,4G,2300.0,ASI4518R10v06,40.6,207.0,-0.4539904997395467,-0.8910065241883679,2.0,5.0,90,HUAWEI,F,P,RET,2025-09-14,36359,14,0,66,0,36439,0.99780455006998,0.0003842037377535,0.0,-92.04819928148862,-102.3332977294922,-80.04620361328125,-12.48862584449414,35.405540648674304,64.0,3554.7425688745534,1369.365581177569,36669058.42160124,2982447.38879994,1811606062.0,0.0018112461922665,49716.13002552211,0,11863.0,133.0,133.0,15649.0,181.0,181.0,27512.0,0.7580830670926517
1125,SiteID_43,ModCell_1126,Cell_1126,SiteName_46,Macro,Region_1,District_1,SubDistrict_3,1003,50043,,,61.66883500000001,8.937079,4G,1800.0,ASI4518R10v06,40.6,207.0,-0.4539904997395467,-0.8910065241883679,2.0,5.0,90,HUAWEI,F,P,RET,2025-09-14,233445,44,0,241,0,233730,0.998780644333205,0.0001882514011894,0.0,-85.3040166128331,-99.0,-70.5,-10.718037715316436,33.25408991037698,64.0,3524.8471191785047,1352.603146468705,147041536.6336059,14224876.512998754,10820656235.0,0.0010311042656056,46295.538591537246,0,67485.0,229.0,229.0,58355.0,241.0,241.0,125840.0,1.1564534923572554
1126,SiteID_43,ModCell_1127,Cell_1127,SiteName_46,Macro,Region_1,District_1,SubDistrict_3,1003,50043,,,61.66883500000001,8.937079,4G,1800.0,ASI4518R10v06,40.6,27.0,0.45399049973954675,0.8910065241883679,2.0,5.0,90,HUAWEI,F,P,RET,2025-09-14,269804,37,0,453,0,270294,0.9981871591674252,0.0001368879812352,0.0,-91.02685024571652,-102.0,-79.5999984741211,-11.184209322456065,51.93325397957888,80.0,2921.955551974505,1865.448976148538,223930381.55913365,22065289.976102065,12447132862.0,0.0016759528513396,46050.34836881322,0,51089.0,196.0,196.0,33875.0,184.0,184.0,84964.0,1.508147360963514
1127,SiteID_188,ModCell_1128,Cell_1128,SiteName_224,Macro,Region_1,District_1,SubDistrict_4,1002,50187,,,61.6842,8.961935,4G,1800.0,APE4516R1v06,21.4,167.0,0.2249510543438652,-0.9743700647852351,2.0,4.0,65,HUAWEI,F,P,RET,2025-09-14,240414,37,0,2407,0,242858,0.989936506106449,0.0001523524034621,0.0,-91.60278069100538,-104.875,-76.25,-12.394299130484564,33.128987676617655,59.5443000793457,4439.987929972978,1522.543796822197,216388712.968423,27516029.19340119,5096695287.0,0.0099111414900888,20986.318288876628,0,93448.0,273.0,273.0,26427.0,238.0,238.0,119875.0,3.535984561828364
1128,SiteID_188,ModCell_1129,Cell_1129,SiteName_224,Macro,Region_1,District_1,SubDistrict_4,1002,50187,,,61.6842,8.961935,4G,1800.0,APE4516R1v06,21.4,267.0,-0.9986295347545738,-0.052335956242944306,2.0,4.0,65,HUAWEI,F,P,RET,2025-09-14,170741,33,0,521,0,171295,0.996765813362912,0.0001926501065413,0.0,-95.30481354094258,-106.28569793701172,-82.6666030883789,-11.38551120347319,34.08564005503385,59.20000076293945,4139.287716603831,1469.91184381854,110961132.60561325,14777862.351400116,4015796846.0,0.0030415365305467,23443.748188797104,0,73129.0,203.0,203.0,11808.0,139.0,139.0,84937.0,6.192734355152849
1129,SiteID_188,ModCell_1130,Cell_1130,SiteName_224,Macro,Region_1,District_1,SubDistrict_4,1002,50187,,,61.6842,8.961935,4G,1800.0,APE4516R1v06,21.4,17.0,0.29237170472273677,0.9563047559630354,2.0,4.0,65,HUAWEI,F,P,RET,2025-09-14,212256,35,0,267,0,212558,0.9985792113211452,0.0001646609396023,0.0,-88.17015507983527,-101.64700317382812,-74.9209976196289,-12.276309254108243,24.37333413378965,44.79999923706055,4252.3850673365705,1485.4682549713943,124617778.44261566,16498711.994800624,3432793947.0,0.0012561277392523,16149.916479266836,0,111959.0,335.0,335.0,29015.0,305.0,305.0,140974.0,3.858560794044665
1130,SiteID_188,ModCell_1131,Cell_1131,SiteName_224,Macro,Region_1,District_1,SubDistrict_4,1002,50187,,,61.6842,8.961935,4G,900.0,APE4516R1v06,21.4,17.0,0.29237170472273677,0.9563047559630354,2.0,4.0,120,HUAWEI,F,P,RET,2025-09-14,32937,14,0,82,0,33033,0.9970938152756336,0.0004238186056367,0.0,-93.9523554058154,-108.3427963256836,-77.75,-11.40178197890252,32.274758191810584,56.0,4436.904399727031,1429.9323386120177,37457772.813800976,4092667.279899948,489475356.0,0.0024823661187297,14817.768776677867,0,10925.0,198.0,198.0,74075.0,377.0,377.0,85000.0,0.147497165073708
1131,SiteID_188,ModCell_1132,Cell_1132,SiteName_224,Massive MIMO,Region_1,District_1,SubDistrict_4,1002,50187,,,61.6842,8.961935,4G,2300.0,APE4516R1v06,21.4,267.0,-0.9986295347545738,-0.052335956242944306,2.0,3.0,120,HUAWEI,F,P,RET,2025-09-14,19775,28,0,40,0,19843,0.9965730988257824,0.0014110769540896,0.0,-97.08067338214204,-108.1959991455078,-84.75,-10.673564589240463,35.33673515002699,64.0,5184.211210536335,1382.7212237847054,48592779.92480113,8780223.562200041,364393526.0,0.002015824220128,18363.832384216097,0,3924.0,126.0,126.0,41751.0,201.0,201.0,45675.0,0.0940074726959187
1132,SiteID_188,ModCell_1133,Cell_1133,SiteName_224,Massive MIMO,Region_1,District_1,SubDistrict_4,1002,50187,,,61.6842,8.961935,4G,2300.0,APE4516R1v06,21.4,17.0,0.29237170472273677,0.9563047559630354,2.0,3.0,120,HUAWEI,F,P,RET,2025-09-14,76061,75,0,169,0,76305,0.9968023065329926,0.0009828975820719,0.0,-92.21269739474828,-105.5832977294922,-76.36360168457031,-11.864917407577313,35.71320724379017,58.66659927368164,4869.592632900181,1384.1137864791324,85081363.48080571,8615766.819200134,1077582760.0,0.0022147958849354,14122.046523818884,0,24565.0,333.0,333.0,99676.0,527.0,527.0,124241.0,0.2464560530513558
1133,SiteID_159,ModCell_1134,Cell_1134,SiteName_183,Macro,Region_1,District_1,SubDistrict_1,1000,50158,,,61.69338700000001,8.988346,4G,2300.0,APE4517R0v06,19.9,97.0,0.9925461516413221,-0.12186934340514737,2.0,6.0,120,HUAWEI,F,P,RET,2025-09-14,75881,96,0,62,0,76039,0.9979221189126632,0.0012625100277489,0.0,-98.3321271576368,-106.70269775390624,-87.80000305175781,-11.539249557158168,61.49747376612262,84.0,3657.473144737445,1208.380120144666,50931027.73020288,6015477.418099918,4191491322.0,0.0008153710595878,55122.91484632886,0,9928.0,98.0,98.0,18208.0,102.0,102.0,28136.0,0.5452798066889999
1134,SiteID_159,ModCell_1135,Cell_1135,SiteName_183,Macro,Region_1,District_1,SubDistrict_1,1000,50158,,,61.69338700000001,8.988346,4G,2300.0,APE4517R0v06,19.9,177.0,0.05233595624294381,-0.9986295347545738,2.0,6.0,120,HUAWEI,F,P,RET,2025-09-14,174431,29,0,187,0,174647,0.9987632195228088,0.0001660492307339,0.0,-94.54113297677964,-103.15249633789062,-83.125,-11.135432343341352,42.48109502518059,72.0,4323.075351236012,1408.691543137491,131228607.83521144,11232042.946800193,9347558443.0,0.0010707312464571,53522.5823690072,0,39691.0,176.0,176.0,40773.0,212.0,212.0,80464.0,0.9734634816304508
1135,SiteID_159,ModCell_1136,Cell_1136,SiteName_183,Macro,Region_1,District_1,SubDistrict_1,1000,50158,,,61.69338700000001,8.988346,4G,2300.0,AQU4518R21v06,19.9,97.0,0.9925461516413221,-0.12186934340514737,2.0,6.0,90,HUAWEI,F,P,RET,2025-09-14,113968,14,0,83,0,114065,0.9991496076798316,0.0001227370359005,0.0,-97.68343236554756,-106.4000015258789,-87.0,-11.688726057596815,60.292150355399535,80.0,3893.33896370076,1273.1617568173235,71316765.34310615,7210399.251900096,6241638130.0,0.0007276552842677,54720.01166001841,0,12037.0,100.0,100.0,19703.0,104.0,104.0,31740.0,0.6109419407226959
1136,SiteID_159,ModCell_1137,Cell_1137,SiteName_183,Macro,Region_1,District_1,SubDistrict_1,1000,50158,,,61.69338700000001,8.988346,4G,2300.0,AQU4518R21v06,19.9,177.0,0.05233595624294381,-0.9986295347545738,2.0,6.0,90,HUAWEI,F,P,RET,2025-09-14,145671,18,0,124,0,145813,0.999026149931762,0.0001234457832977,0.0,-92.87844869951876,-102.6666030883789,-81.52749633789062,-10.934495151715373,38.70381315633932,66.90899658203125,4713.749869997844,1446.6214427232944,135915664.46190995,12007359.118600396,7605863665.0,0.0008504042849403,52161.766543449485,0,40768.0,209.0,209.0,58601.0,229.0,229.0,99369.0,0.6956929797617829
1137,SiteID_159,ModCell_1138,Cell_1138,SiteName_183,Macro,Region_1,District_1,SubDistrict_1,1000,50158,,,61.69338700000001,8.988346,4G,1800.0,APE4517R0v06,19.9,97.0,0.9925461516413221,-0.12186934340514737,2.0,6.0,65,HUAWEI,F,P,RET,2025-09-14,193442,51,0,305,0,193798,0.9981630357382428,0.0002631606105326,0.0,-96.31426541452606,-106.3000030517578,-84.73999786376953,-12.399805583508904,55.004425781100096,80.0,5176.015368326708,1422.6767413876776,199268747.65822104,16249826.18200085,9879175193.0,0.0015738036512244,50976.66226173645,0,27890.0,143.0,143.0,28535.0,113.0,113.0,56425.0,0.9773969722455844
1138,SiteID_159,ModCell_1139,Cell_1139,SiteName_183,Macro,Region_1,District_1,SubDistrict_1,1000,50158,,,61.69338700000001,8.988346,4G,1800.0,APE4517R0v06,19.9,177.0,0.05233595624294381,-0.9986295347545738,2.0,6.0,65,HUAWEI,F,P,RET,2025-09-14,194109,24,0,267,1,194401,0.9984979501134252,0.0001234561550609,0.0,-87.95089521246241,-102.27780151367188,-74.5,-11.623937022505045,32.3554952485134,56.0,5842.294879664394,1566.790146238234,188799127.14302203,16940060.710600514,9702654253.0,0.0013734497250528,49910.5161650403,1,40333.0,251.0,251.0,48425.0,256.0,256.0,88758.0,0.8328996819890142
1139,SiteID_159,ModCell_1140,Cell_1140,SiteName_183,Macro,Region_1,District_1,SubDistrict_1,1000,50158,,,61.69338700000001,8.988346,4G,1800.0,APE4517R0v06,19.9,307.0,-0.798635510047293,0.6018150231520479,2.0,6.0,65,HUAWEI,F,P,RET,2025-09-14,295102,58,0,471,0,295631,0.9982106071420116,0.0001961905212917,0.0,-94.74485208644704,-105.11109924316406,-83.0,-12.510126705806888,61.4230763011308,88.0,4281.697399662506,1330.6661614691493,191275127.5180267,20279742.766101785,15255245120.0,0.0015932023366967,51602.31883665786,0,98057.0,218.0,218.0,48721.0,205.0,205.0,146778.0,2.012602109929806
1140,SiteID_159,ModCell_1141,Cell_1141,SiteName_183,Macro,Region_1,District_1,SubDistrict_1,1000,50158,,,61.69338700000001,8.988346,4G,2100.0,APE4517R0v06,19.9,97.0,0.9925461516413221,-0.12186934340514737,2.0,6.0,60,HUAWEI,F,P,RET,2025-09-14,184025,72,0,239,0,184336,0.998312863466713,0.000390591094523,0.0,-97.77113095990342,-106.85710144042967,-86.33329772949219,-10.51073726854016,61.02812453894884,82.13330078125,4037.118816550993,1208.8000905380093,159954447.3819181,15343893.35750068,9630251385.0,0.0012965454387639,52242.92262498915,0,39631.0,178.0,178.0,25357.0,157.0,157.0,64988.0,1.562899282277782
1141,SiteID_159,ModCell_1142,Cell_1142,SiteName_183,Macro,Region_1,District_1,SubDistrict_1,1000,50158,,,61.69338700000001,8.988346,4G,2100.0,APE4517R0v06,19.9,307.0,-0.798635510047293,0.6018150231520479,2.0,6.0,60,HUAWEI,F,P,RET,2025-09-14,195333,26,0,191,0,195550,0.9988903093837892,0.0001329583226796,0.0,-87.35821312334981,-99.0,-74.73909759521484,-9.995714118022866,27.36440128438927,52.0,4907.806566640906,1412.262761870531,116484822.3472084,12074738.140099907,9872003887.0,0.000976732293531,50483.27224239325,0,50304.0,247.0,247.0,33342.0,253.0,253.0,83646.0,1.508712473382719
1142,SiteID_159,ModCell_1143,Cell_1143,SiteName_183,Macro,Region_1,District_1,SubDistrict_1,1000,50158,,,61.69338700000001,8.988346,4G,900.0,APE4517R0v06,19.9,97.0,0.9925461516413221,-0.12186934340514737,2.0,6.0,120,HUAWEI,F,P,RET,2025-09-14,55661,40,0,192,0,55893,0.9958492118869984,0.0007156531229313,0.0,-101.606812294799,-109.80950164794922,-93.0,-11.973580151883253,60.115190319056005,85.33329772949219,4231.734901754949,909.4567521586266,80469734.27750374,6607373.2293999605,3024515236.0,0.0034351349900703,54112.5943499186,0,12915.0,91.0,91.0,31207.0,101.0,101.0,44122.0,0.4138682389130992
1143,SiteID_81,ModCell_1144,Cell_1144,SiteName_87,Macro,Region_1,District_1,SubDistrict_2,1003,50080,,,61.682363,8.939645,4G,900.0,APE4517R0v06,25.6,267.0,-0.9986295347545738,-0.052335956242944306,2.0,4.0,120,HUAWEI,F,P,RET,2025-09-14,11481,28,0,84,1,11594,0.99025357943764,0.0024150422632396,0.0,-93.58365627451356,-109.25,-72.22850036621094,-11.714173760150082,33.23129181886357,80.0,5243.072332183322,1545.548232427813,24311264.827800248,2127387.7257999834,345022007.0,0.0072451267897188,29758.668880455407,1,5883.0,201.0,201.0,3890.0,65.0,65.0,9773.0,1.5122076586995632
1144,SiteID_108,ModCell_1145,Cell_1145,SiteName_122,Macro,Region_1,District_1,SubDistrict_4,1002,50108,,,61.673342,8.951485,4G,900.0,APE4516R1v06,30.1,27.0,0.45399049973954675,0.8910065241883679,2.0,10.0,120,HUAWEI,F,P,RET,2025-09-14,28470,34,0,89,0,28593,0.9956982478228936,0.0011891022278179,0.0,-94.54628413870816,-110.5625,-74.90899658203125,-11.35913896246313,42.407223273170125,80.0,5640.086509113141,1436.4195204471982,42517234.65600091,3997279.20819999,949448029.0,0.0031126499492882,33205.61077886196,0,12123.0,206.0,206.0,31581.0,157.0,157.0,43704.0,0.3838895573427902
1145,SiteID_108,ModCell_1146,Cell_1146,SiteName_122,Massive MIMO,Region_1,District_1,SubDistrict_4,1002,50108,,,61.673342,8.951485,4G,2300.0,APE4516R1v06,21.4,97.0,0.9925461516413221,-0.12186934340514737,2.0,7.0,120,HUAWEI,F,P,RET,2025-09-14,99022,135,0,152,2,99311,0.9970899497538036,0.0013593660319602,0.0,-93.16063707455416,-104.0,-80.1666030883789,-12.425805309195708,43.49545560007348,80.0,4334.538081798905,1482.2740217426376,117886327.64890891,11875930.623300392,3418177143.0,0.001530545458207,34418.917773459136,1,43306.0,302.0,302.0,129845.0,405.0,405.0,173151.0,0.3335258691064799
1146,SiteID_109,ModCell_1147,Cell_1147,SiteName_184,Macro,Region_1,District_1,SubDistrict_1,1003,50109,,,61.698299,8.938748,4G,1800.0,ADU451816v01,22.4,27.0,0.45399049973954675,0.8910065241883679,3.0,4.0,65,HUAWEI,F,P,RET,2025-09-14,163698,20,0,198,0,163916,0.9986700505136776,0.0001220137143414,0.0,-96.66884532300952,-109.0,-84.57140350341797,-11.763074875634278,68.6939512425344,88.0,4607.7348346787485,1329.9945642058174,180200658.2892164,15613683.115500402,8255660548.0,0.0012079357719807,50365.19039019986,0,29045.0,286.0,286.0,31112.0,347.0,347.0,60157.0,0.9335647478545944
1147,SiteID_109,ModCell_1148,Cell_1148,SiteName_184,Macro,Region_1,District_1,SubDistrict_1,1003,50109,,,61.698299,8.938748,4G,900.0,K80010123,22.4,117.0,0.8910065241883679,-0.4539904997395467,3.0,4.0,120,HUAWEI,F,P,RET,2025-09-14,18366,26,0,66,0,18458,0.9950157113446744,0.0014086033156354,0.0,-104.70137577633491,-113.08689880371094,-94.25,-9.777427857275296,71.44544849337471,96.0,3090.971672853445,746.8651126189841,36237015.29570051,5779630.058799969,856019061.0,0.0035756853396901,46376.587983530175,0,4157.0,133.0,133.0,11731.0,110.0,110.0,15888.0,0.3544152744630071
1148,SiteID_44,ModCell_1149,Cell_1149,SiteName_47,LTE 8T8R,Region_1,District_1,SubDistrict_4,1002,50044,,,61.66469800000001,8.95968,4G,2300.0,A12264PD01v06,33.0,87.0,0.9986295347545738,0.052335956242943966,1.0,0.0,90,HUAWEI,F,P,RET,2025-09-14,38101,3,0,36,0,38140,0.998977451494494,7.865757734661773e-05,0.0,-85.56031169431273,-99.36360168457033,-73.27269744873047,-10.328826535029378,21.893298458256695,48.0,3515.6622329610013,1412.4475297190031,26094557.72540033,2649806.015399928,2016432867.0,0.0009438909281594,52869.24140010488,0,16804.0,217.0,217.0,16844.0,255.0,255.0,33648.0,0.9976254081329772
1149,SiteID_45,ModCell_1150,Cell_1150,SiteName_48,Macro,Region_1,District_1,SubDistrict_2,1003,50045,,,61.690940000000005,8.926593,4G,2300.0,APE4516R1v06,21.0,357.0,-0.05233595624294437,0.9986295347545738,2.0,4.0,120,HUAWEI,F,P,RET,2025-09-14,21382,7,0,49,0,21438,0.9973878160276144,0.0003265229965481,0.0,-94.36154248614578,-104.5999984741211,-82.81809997558594,-11.587567363215513,36.20644028958787,64.0,3078.73817601238,1011.108354919541,25088601.897800364,1847175.8639998937,334389016.0,0.0022856609758372,15597.957645302731,0,4344.0,79.0,79.0,4762.0,72.0,72.0,9106.0,0.9122401847575058
1150,SiteID_45,ModCell_1151,Cell_1151,SiteName_48,Macro,Region_1,District_1,SubDistrict_2,1003,50045,,,61.690940000000005,8.926593,4G,2300.0,APE4516R1v06,25.2,207.0,-0.4539904997395467,-0.8910065241883679,2.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,210,0,0,1,0,211,0.995260663507109,0.0,0.0,-97.85688232132608,-103.0999984741211,-91.08219909667967,-11.898106651848526,80.2072966064887,100.0,5929.38900718563,1692.900033333333,1243536.6620000005,65338.96059999998,8397658.0,0.0047393364928909,39799.32701421801,0,208.0,27.0,27.0,0.0,0.0,0.0,208.0,209.0
1151,SiteID_45,ModCell_1152,Cell_1152,SiteName_48,Macro,Region_1,District_1,SubDistrict_2,1003,50045,,,61.690940000000005,8.926593,4G,2300.0,APE4516R1v06,25.2,7.0,0.12186934340514748,0.992546151641322,2.0,4.0,90,HUAWEI,F,P,RET,2025-09-14,4,0,0,0,0,4,1.0,0.0,0.0,-87.96809959411621,-91.80509948730467,-86.07550048828125,-13.106774806976318,78.808349609375,99.63629913330078,4180.975825,1176.79305,6948.1404,1286.321,130034.0,0.0,32508.5,0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,5.0
1152,SiteID_45,ModCell_1153,Cell_1153,SiteName_48,Macro,Region_1,District_1,SubDistrict_2,1003,50045,,,61.690940000000005,8.926593,4G,1800.0,ASI4518R10v06,21.0,237.0,-0.838670567945424,-0.544639035015027,2.0,4.0,65,HUAWEI,F,P,RET,2025-09-14,314849,88,0,873,0,315810,0.9969570311263102,0.0002786485545106,0.0,-96.27416039963882,-110.77770233154295,-80.0,-12.480412165024935,44.7961810914932,80.0,2986.802691972493,1215.166251227894,282900437.0841307,30825795.142797355,8051201584.0,0.0027643203191792,25493.81458471866,0,66957.0,252.0,252.0,55831.0,262.0,262.0,122788.0,1.1992764006304628
1153,SiteID_46,ModCell_1154,Cell_1154,SiteName_49,LTE 8T8R,Region_1,District_1,SubDistrict_2,1003,50046,,,61.685373000000006,8.937735,4G,1800.0,AMB4520R0,33.0,257.0,-0.9743700647852351,-0.22495105434386525,2.0,4.0,65,HUAWEI,F,P,RET,2025-09-14,458265,170,0,4165,30,462630,0.990564814214383,0.0003674642803103,0.0,-94.04903784540949,-109.21209716796876,-79.75,-12.869868407299853,37.06783702481624,64.0,4191.25107923551,1830.3458652614256,304844876.51918435,42570372.68652231,12568360065.0,0.0090028748676047,27167.19638804228,1,76518.0,591.0,591.0,56787.0,359.0,359.0,133305.0,1.3474501655279283
1154,SiteID_46,ModCell_1155,Cell_1155,SiteName_49,LTE 8T8R,Region_1,District_1,SubDistrict_2,1003,50046,,,61.685373000000006,8.937735,4G,2100.0,AQU4518R21v06,33.0,102.0,0.9781476007338057,-0.20791169081775934,2.0,8.0,60,HUAWEI,F,P,RET,2025-09-14,469445,124,0,2120,16,471705,0.9952088699504988,0.000262876162008,0.0,-93.94921423626708,-103.90899658203124,-83.42659759521484,-12.120700511066453,48.06086348331946,80.0,4255.532266453402,2312.5725651563466,261625566.9421315,66717811.25603033,12270335592.0,0.004494334382718,26012.73166915763,1,162366.0,608.0,608.0,43010.0,405.0,405.0,205376.0,3.775011043686499
1155,SiteID_46,ModCell_1156,Cell_1156,SiteName_50,Macro,Region_1,District_1,SubDistrict_2,1003,50046,,,61.685373000000006,8.937735,4G,900.0,TBXLHA-6565C-VTM,33.0,252.0,-0.9510565162951535,-0.30901699437494756,2.0,4.0,120,HUAWEI,F,P,RET,2025-09-14,33344,74,0,79,4,33501,0.9953135727291724,0.0022088892868869,0.0,-104.97975460259843,-118.6666030883789,-92.0,-12.763913213849078,44.5124652822583,69.33329772949219,2920.9297711303125,911.993675781978,37977687.44540129,4172239.289699941,922272082.0,0.0023581385630279,27529.688128712576,1,9171.0,213.0,213.0,10746.0,166.0,166.0,19917.0,0.8534474737135945
1156,SiteID_46,ModCell_1157,Cell_1157,SiteName_50,Macro,Region_1,District_1,SubDistrict_2,1003,50046,,,61.685373000000006,8.937735,4G,900.0,TBXLHA-6565C-VTM,33.0,12.0,0.20791169081775934,0.9781476007338057,2.0,4.0,120,HUAWEI,F,P,RET,2025-09-14,27192,31,0,860,7,28090,0.9680313278746884,0.0011035955856176,0.0,-99.73252386050362,-113.222900390625,-84.74720001220703,-11.839180399438757,44.39314593180448,87.7240982055664,3425.8008539414877,1050.14808627535,36142317.349400446,3706967.125199945,792333661.0,0.0306158775364898,28206.965503737985,1,11644.0,262.0,262.0,16004.0,268.0,268.0,27648.0,0.7275851296469853
1157,SiteID_46,ModCell_1158,Cell_1158,SiteName_50,Massive MIMO,Region_1,District_1,SubDistrict_2,1003,50046,,,61.685373000000006,8.937735,4G,2300.0,AAU5336,48.9,117.0,0.8910065241883679,-0.4539904997395467,2.0,8.0,90,HUAWEI,F,P,RET,2025-09-14,42922,81,0,150,2,43155,0.99460085737458,0.0018769551616266,0.0,-97.27562320679615,-108.0,-85.96820068359375,-12.085525106651705,52.39899569723608,80.0,4517.390455309802,1500.3061982987058,67713816.39480357,9578457.80490009,1206914171.0,0.0034758428919012,27966.96028270189,1,19395.0,454.0,454.0,46318.0,457.0,457.0,65713.0,0.4187482458602301
1158,SiteID_46,ModCell_1159,Cell_1159,SiteName_50,Massive MIMO,Region_1,District_1,SubDistrict_2,1003,50046,,,61.685373000000006,8.937735,4G,2300.0,AAU5336,48.9,267.0,-0.9986295347545738,-0.052335956242944306,2.0,6.0,90,HUAWEI,F,P,RET,2025-09-14,46510,60,0,517,8,47095,0.9875782991825036,0.0012740205966663,0.0,-92.79573005136,-105.90899658203124,-80.4209976196289,-11.96113994286336,38.47836833623816,78.4000015258789,4565.984148965389,1564.9060644657177,66764240.51700372,7786727.124700081,1340726057.0,0.0109778108079413,28468.54351842021,1,19447.0,417.0,417.0,41381.0,444.0,444.0,60828.0,0.4699627857522594
