SRC_CELL_ID,TOTAL_SUCCESS_CALLS,TOTAL_DROP_CALLS,TOTAL_BLOCK_CALLS,TOTAL_CSFB_CALLS,TOTAL_SETUP_FAIL_CALLS,CELL_AVG_RSRP,CELL_P10_RSRP,CELL_P90_RSRP,CELL_AVG_RSRQ,CELL_AVG_TA,CELL_P90_TA,CELL_AVG_DL_THROUPUT,CELL_AVG_UL_THROUPUT,CELL_TOTAL_DL_VOLUME,CELL_TOTAL_UL_VOLUME,CELL_TOTAL_PING_PONG_HO_COUNT,TOTAL_CALLS,CELL_SUCCESS_RATE,CELL_DROP_RATE,CELL_BLOCK_RATE
147006_25,277,0,0,0,0,-101.3002017740739,-106.0,-95.69999694824219,-12.03564620104077,56.74707081257652,80.0,3357.616337499999,859.3831101449272,19476.9577,2926.497,7942048,277,1.0,0.0,0.0
147006_31,3150,0,0,8,0,-98.52503790683275,-108.0,-88.71420288085938,-11.92640046321417,68.52775581133385,96.0,3066.240554185601,1325.676643733513,1438227.106799998,104193.1835000002,85218603,3158,0.9974667511082964,0.0,0.0
147006_32,413,0,0,1,0,-103.6755969835364,-112.5,-94.9739990234375,-11.69946256697466,75.8597332528494,96.0,2615.806514107885,989.4193514644346,559928.9646999999,41392.52190000001,13651301,414,0.9975845410628019,0.0,0.0
147006_33,291,0,0,0,0,-102.7175570091431,-109.0,-94.44999694824219,-12.53726668210374,55.09988361928198,96.0,4585.179425210084,1507.196835964912,364569.1006,29909.4795,9409688,291,1.0,0.0,0.0
147006_34,519,0,0,1,0,-97.88588052896353,-107.1379013061523,-87.84609985351562,-12.56687672229913,73.22326567422512,96.0,3005.521099390244,1447.966617484662,537602.3067,40376.76240000004,16077141,520,0.9980769230769231,0.0,0.0
147006_35,219,0,0,2,0,-101.556303619799,-109.125,-91.6615982055664,-10.36914115362038,75.10712225728444,96.0,4937.857599259259,1168.137245801526,180232.2133,16147.0899,6713634,221,0.9909502262443439,0.0,0.0
147006_41,2,0,0,0,0,-96.6500015258789,-98.0,-95.30000305175781,-13.71665000915527,52.0,72.0,1086.87915,2102.021,3.0077,8.33,22514,2,1.0,0.0,0.0
147006_44,2,0,0,0,0,-90.54534912109375,-94.69879913330078,-86.39189910888672,-13.54369974136353,66.20040130615234,69.12000274658203,12749.66385,2878.3108,12059.5702,786.8886,60428,2,1.0,0.0,0.0
147006_51,2235,0,0,7,1,-101.0021775135545,-110.8666000366211,-89.08920288085938,-13.16617262134901,73.15429502105282,96.0,2326.668518518524,1308.839631081084,968575.0731999993,81913.85570000006,88354545,2243,0.9964333481943826,0.0,0.0
147006_54,20,0,0,0,0,-97.28855056762696,-104.6427993774414,-88.6666030883789,-12.35111994743347,73.0169750213623,91.19999694824219,5101.6449875,1246.1363,11854.5999,615.5024000000001,529740,20,1.0,0.0,0.0
147006_61,49,0,0,0,0,-105.8156959377989,-113.0,-100.0,-14.98545107549551,78.32755426565807,96.0,2445.122928571429,1306.1392,2992.2163,1356.559,1954952,49,1.0,0.0,0.0
147006_64,1,0,0,0,0,-107.2126998901367,-107.2126998901367,-107.2126998901367,-12.97869968414307,16.0,16.0,395.8333,206.25,0.1484,0.1289,31846,1,1.0,0.0,0.0
147007_11,52,0,0,0,0,-103.6876367422251,-108.875,-99.6666030883789,-16.2775902564709,89.17142595563617,96.0,2425.059442307692,1482.0452,338.6117,211.2622,627484,52,1.0,0.0,0.0
147007_12,72,0,0,0,0,-105.8169163597955,-111.2142028808594,-99.5999984741211,-13.80849027633667,69.02346483082839,96.0,5782.218604761905,1306.640289473684,67408.09380000002,5977.447300000002,1011783,72,1.0,0.0,0.0
